pid,name,city,region,postal_code,tenant_type,longitude,latitude
5e44e2cc-6619-4f65-9b96-c04c06590a89,FinishMaster,Aurora,CO,80011,Automotive,-104.75532,39.76066
f7d7c699-503b-494c-be1a-3c4c87b98b97,Wingstop,Sterling Heights,MI,48312,Quick Serve Restaurants,-83.028244,42.553913
b32c9ae1-0d13-4223-83b2-aeb538732dd7,CVS Pharmacy,Martins Ferry,OH,43935,General Merchandise,-80.73472,40.08576
992b0c48-fbb9-4d0e-a240-4479b0f174f5,Advance America,Galliano,LA,70345,Services,-90.32293,29.468216
afcc99ce-a1bf-4f5a-bdbc-5f7d94e20448,Costco Pharmacy,Chicago,IL,60608,General Merchandise,-87.667534,41.862125
3c9a307b-81fe-46cf-8171-f229ef20ebd1,Subway,Parker,AZ,85344,Quick Serve Restaurants,-114.27749,34.154938
012b261d-8f90-4320-a8f5-4854318aceaf,Bob Evans,Birch Run,MI,48415,Restaurants & Bars,-83.777054,43.248875
fa2376fb-ea9a-451b-8258-e1c3a8851bed,Coldwell Banker,La Cañada Flintridge,CA,91011,Services,-118.19279,34.20257
18cb868b-c02a-45d9-a109-5bc3b337715e,Hardee's,Clive,IA,50325,Quick Serve Restaurants,-93.73782,41.60087
a3d3a635-1ce1-49f5-8538-d5582b9ff8da,7-Eleven,Laurel,VA,23228,Convenience & Gas Stations,-77.49324,37.64228
abc42637-3706-499a-aeb5-eae22241e7b5,Soma Intimates,Lafayette,LA,70503,Apparel & Accessories,-92.07597,30.171078
644dcf7c-946b-4412-aa37-4bae8526b032,Exxon Mobil,Union City,GA,30291,Convenience & Gas Stations,-84.56114,33.57714
9a08f256-87a5-4eb6-a3dc-7001a2316f6e,Metro by T-Mobile,Compton,CA,90221,Electronics & Wireless,-118.209885,33.903957
6a0897e2-9ed2-4e04-b8a9-ec028ac611a1,Sprint,Lancaster,OH,43130,Electronics & Wireless,-82.60849,39.723694
efec8311-f215-4567-b779-b831b7ad2055,Auto Doctor Service Center,Jackson,MI,49202,Automotive,-84.41675,42.25996
c016dfd5-d8fe-43c8-96cd-37de864fd936,United States Postal Service (USPS),Lincolnton,NC,28092,Services,-81.252815,35.47249
441bbc41-62d7-4dba-b7e0-448e10db0f58,Subway,Brockton,MA,02301,Quick Serve Restaurants,-71.04871,42.06821
406a568c-207f-4475-8116-22ab65bbae38,Baskin Robbins,Tupelo,MS,38804,Quick Serve Restaurants,-88.7063,34.314346
dbdd909e-8810-442f-a4f3-754f1093ef0b,Advance Auto Parts,Binghamton,NY,13901,Automotive,-75.89798,42.10758
b4364c3b-cd23-42bf-bf60-49df06cf89ff,PostalAnnex+,El Paso,TX,79912,Services,-106.579956,31.885347
eb05311f-a7e4-4ebf-9fb4-4aa0c8628e96,Mattress Firm,Tulsa,OK,74135,Furniture & Home,-95.91846,36.1059
201581a9-ed00-4515-8084-e5d5134b577e,Boost Mobile,Pleasantville,NJ,08232,Electronics & Wireless,-74.52178,39.39221
9f74e8a7-14b5-43c2-a05a-f068688cf9aa,Sotheby’s International Realty,Asbury Park,NJ,07712,Services,-74.00896,40.216743
de31fafa-393c-4f57-9423-8999f3f95e99,Metro by T-Mobile,Bakersfield,CA,93312,Electronics & Wireless,-119.11321,35.383892
1e96f296-5fe4-4957-ae02-d29feb792de4,Holiday Oil,West Jordan,UT,84118,Convenience & Gas Stations,-112.00517,40.63793
ac3b7def-7f1f-497c-9913-2ae328305619,SalonCentric,Forest Acres,SC,29206,Other,-80.971436,34.019436
7f7aae63-7b43-40ba-a7cb-149b053dbed8,Rent-A-Center,Clinton,IA,52732,Services,-90.203636,41.829388
81f603a6-f1bb-4218-9b4c-9d96f7705a5f,Allsup's,Hereford,TX,79045,Convenience & Gas Stations,-102.40518,34.829933
95420770-7da1-49e9-981c-856c17fe19ab,Shelter Insurance,Knoxville,TN,37919,Services,-83.989136,35.93806
3096c962-7979-4433-8aef-0d5d87ed2e84,Papa John's,Clarksville,VA,23927,Quick Serve Restaurants,-78.54138,36.635437
c6c26d14-b301-4559-b028-e73b487f0a0d,Extra Space Storage,Arden-Arcade,CA,95821,Services,-121.3674,38.617943
5eb08bdf-4f08-4833-b7fa-fee6a1600fda,Dollar Tree,Bayou Vista,LA,70380,General Merchandise,-91.26391,29.683172
33338946-fc7a-492c-8ab9-db83eab2de92,Dunkin',Indianapolis city (balance),IN,46205,Quick Serve Restaurants,-86.1452,39.842655
d4576f18-7e64-4a4c-a955-cdb3c53ad1b9,Tommy Bahama,Estero,FL,33928,Apparel & Accessories,-81.80722,26.402485
1f68e4ec-b31a-4884-9e6c-62b1824d796b,Papa Murphy's,Topeka,KS,66608,Quick Serve Restaurants,-95.66535,39.08718
2d503296-b1e2-4d1e-ae41-91ed81440b31,Jimmy John's,Henderson,NV,89183,Quick Serve Restaurants,-115.11601,36.006832
068ab4b8-24d0-41e0-8d55-46f7c792d67f,Dollar General,Isle,MN,56342,General Merchandise,-93.462234,46.14988
88b96bc8-368a-4a39-abfb-6545e309ef2c,State Farm,Portland,ME,04101,Services,-70.27626,43.666176
8f7e16de-7ef3-4b5b-a505-1335f7ee0ff5,Fix Auto Worldwide,Spring Valley,NV,89146,Automotive,-115.2126,36.12649
f7b06a4b-0287-4600-a002-eff0e890a1c0,Cricket Wireless,Las Vegas,NV,89149,Electronics & Wireless,-115.28847,36.296356
3d177c6b-b891-4108-8b0e-5606fcc49717,Bank of America,Boca Raton,FL,33432,Services,-80.08278,26.36032
d1eb80be-dcad-4263-96f1-1801bd364e19,Car Wash USA Express,Aurora,CO,80015,Automotive,-104.73858,39.63906
0f58a128-230b-46df-beea-6ce743e36651,Code Ninjas,Tulsa,OK,74133,Other,-95.88792,36.01594
4e519517-ad84-44cc-b826-eff0f4631044,The Melting Pot Restaurant,Miramar Beach,FL,32550,Restaurants & Bars,-86.36214,30.384554
014616d4-a781-41f0-bc24-a891c7bad028,Altitude Trampoline Parks,West Jordan,UT,84084,Leisure & Recreation,-111.981544,40.617184
dee56a16-991d-44c2-aaf4-059e4252a8c0,Kids Foot Locker,Smith Mills,MA,02747,Footwear,-70.99054,41.64179
0869e368-c476-4682-9b2c-4fa6b927e395,Nob Hill Foods,Morgan Hill,CA,95037,"Food, Groceries & Supermarkets",-121.64245,37.11036
ec3cd519-e9a7-4887-9ad6-366717681f0f,Lane Bryant,Amarillo,TX,79121,Apparel & Accessories,-101.94038,35.177372
bcd8e07b-4192-417e-93c7-fab826bb94be,Midas,Summit,NJ,07901,Automotive,-74.37218,40.725124
3b083612-5719-48ca-9100-9f3b66db4b6d,Flooring America,Newark,NJ,07105,Furniture & Home,-74.15314,40.725
1a2bfd4a-426e-4f0e-9c1b-d60c5ccd92d3,Target Optical,Overland Park,KS,66213,Services,-94.674805,38.907574
403bdae2-ba90-464b-b9ae-8e535e37d493,Starbucks,Fort Worth,TX,76109,Quick Serve Restaurants,-97.38968,32.707115
1e6ad5f6-553b-4225-b00d-a53755af5472,Security Finance,Menomonie,WI,54751,Services,-91.932144,44.91388
e4ba6bb8-ea09-41f2-90b4-48852d8f0208,Starbucks,West Palm Beach,FL,33401,Quick Serve Restaurants,-80.08548,26.722605
c386d9e7-a0d7-40a0-a156-1546ee88d999,Wendy's,Whitman,MA,02382,Quick Serve Restaurants,-70.94847,42.070637
f3b7bf32-71ba-4fbb-be18-1221d6397f84,Chevron,Woods Cross,UT,84087,Convenience & Gas Stations,-111.90006,40.86238
1cd503a9-4b13-4eee-983f-fd99d23b7479,Charlotte Tilbury,Sparks,NV,89436,Specialty Retail,-119.74066,39.581177
9229b112-2be4-4406-8e7d-9224e05cdc05,Jimmy John's,Bridgeton,MO,63044,Quick Serve Restaurants,-90.41877,38.746494
3ef867ba-a445-4962-b1fc-e728d71d7536,Barnes and Noble,Maple Grove,MN,55369,Specialty Retail,-93.44737,45.100292
2229c09d-c0cb-4ee2-8be3-c612e55b49f0,Farmers Insurance Group,Thornton,CO,80229,Services,-104.980194,39.861694
7c1235dc-6ffa-4d40-b6aa-cec8b0d56fb9,Krispy Krunchy Chicken,Turners Falls,MA,01376,Quick Serve Restaurants,-72.5562,42.608047
64ba975d-c325-46fa-af99-b36de41ff8b5,Advance Auto Parts,Marathon,FL,33050,Automotive,-81.031685,24.730413
a56effb7-74be-473f-b185-6f45c4636f3c,Precision Tune Auto Care,Detroit,MI,48221,Automotive,-83.15296,42.445595
097da935-e448-4569-842a-52b39dac3a5d,Papa Murphy's,Spokane,WA,99202,Quick Serve Restaurants,-117.410034,47.643574
c5a17897-1f91-4423-9a15-98869b5f6675,Kelly Express Mart,Vermontville,MI,49096,Convenience & Gas Stations,-85.01399,42.629333
22dfedb7-fd96-42d3-aea9-15eb44a02b88,Family Dollar Stores,Johnson City,TN,37604,General Merchandise,-82.33387,36.297443
8edef640-c357-4304-9dc0-2904091687e1,Edward Jones,Millsboro,DE,19966,Services,-75.32635,38.599724
40911afb-202c-44dd-a67b-6a39c129a8cf,Sherwin-Williams Industrial Wood,Rockaway,NJ,07866,Other,-74.52706,40.888187
b74c1731-819a-443c-84cf-41c750117dc3,Family Dollar Stores,Fresno,CA,93728,General Merchandise,-119.83425,36.757954
555b467a-7cb4-47e2-b797-066b2bb68a61,United States Postal Service (USPS),Warrenville,IL,60555,Services,-88.18382,41.825027
469bdecb-b652-4f81-8ba9-05511c2b1861,Goodwill Industries,Winston-Salem,NC,27127,General Merchandise,-80.22966,36.072235
d0149280-f1dd-44fe-8085-566ec1c82c3b,Pandora,Bridgewater,NJ,08807,Apparel & Accessories,-74.61989,40.58636
022b316f-1999-41a7-b271-95e5cf28875c,Taco Bell,Newport News,VA,23606,Quick Serve Restaurants,-76.49833,37.085297
2e7eb68b-6471-4324-9953-3abdaa2d49c1,Crumbl Cookies,Missoula,MT,59808,Quick Serve Restaurants,-114.04109,46.893063
7efeaea5-e90c-4103-b70e-d2bae2484e77,Wendy's,Tulsa,OK,74133,Quick Serve Restaurants,-95.85326,36.06039
38f1a1ed-c046-46fe-a366-f9e5f4d83b4c,Builders FirstSource,Soquel,CA,95073,Other,-121.96559,36.983402
f17a0355-a01a-4fe0-9b25-29a4ea537a35,Simmons Bank,Oklahoma City,OK,73129,Services,-97.50871,35.43377
520edf69-d9a3-40d4-9b03-4cfd7d7b3beb,Burrito Parrilla Mexicana,Algonquin,IL,60102,Restaurants & Bars,-88.33072,42.175194
03e14226-60ba-4b06-b45a-866c60d7c394,Progressive,Franklin Square,NY,11010,Services,-73.677414,40.704727
6b745ee4-2422-4744-9725-8efb96deb59e,Uptown Square,Fayetteville,GA,30214,unbranded,-84.43428,33.480286
30456519-5dd5-4f5e-82ad-2a6490bcf814,Gap,Aventura,FL,33180,Apparel & Accessories,-80.14357,25.957994
800721d0-592b-4622-98b4-b683742f6771,Mission Square Shopping Center,Altamonte Springs,FL,32714,unbranded,-81.4017,28.661303
a755caad-acc2-4d07-ac56-1f8e9d6ed57d,Valero Energy,Fremont,CA,94538,Convenience & Gas Stations,-121.96436,37.510612
3770e445-63ab-40b7-bf85-aebda460d71a,Dunkin',Old Bridge,NJ,08857,Quick Serve Restaurants,-74.33853,40.38963
cb3d5bd6-a3a1-4aa8-b73a-bc5f4527da1e,Finish Line,South Huntington,NY,11746,Footwear,-73.409546,40.823544
965dc458-88e3-4d90-992c-57795dad676b,PNC Financial Services,Dayton,OH,45404,Services,-84.17041,39.787647
9bccf078-ad07-4ecc-9c8b-94b50821dccf,McDonald's,Minneapolis,MN,55413,Quick Serve Restaurants,-93.26378,44.999165
34f8f3c8-ce44-4668-9d65-e1bfdcbbf9fd,Sylvan Learning,Riverton,UT,84096,Other,-111.9848,40.52503
221f277c-5d82-4819-b136-b8a3f9ef6d29,Starbucks,Port Angeles,WA,98362,Quick Serve Restaurants,-123.39854,48.10672
32375b86-ff8d-43bf-a434-e5c5884c703a,Oreck,Mechanicsburg,PA,17050,Electronics & Wireless,-77.02021,40.24607
8889d131-ac66-4425-a608-bba9d606cb61,Phillips 66,Spearfish,SD,57783,Convenience & Gas Stations,-103.85859,44.490273
641beaf3-b071-4cfb-9ea5-12115877dd27,UMB Bank,Riverside,MO,64150,Services,-94.60807,39.169052
bb855f8d-0ec3-4cdd-b319-95c937cacc60,Joe Hudson's Collision Center,Poplar Bluff,MO,63901,Automotive,-90.40858,36.752563
ca4ae901-36a6-484b-a8ab-a5a7d7e6985f,H&R Block,Delavan,WI,53115,Services,-88.63439,42.626816
30d4be07-15aa-418a-b71a-577010501ce3,Mayfair Plaza,McMinnville,OR,97128,unbranded,-123.19352,45.22326
e2f49458-9501-4175-b7f0-70e05c448574,Mays Crossing,Stockbridge,GA,30281,unbranded,-84.26009,33.551895
9d11325f-909e-42b8-9e04-15ef0e494d3c,ULTA Beauty,Fairfield Township,OH,45011,Specialty Retail,-84.504486,39.38913
ee7de6ef-b5df-4a56-83e9-d773a331d286,Hanger Prosthetics & Orthotics,Pleasant Gap,PA,16823,Other,-77.75575,40.86027
99a4683a-3f49-45d8-94af-ca8210693e33,Farmers Insurance Group,Maple Grove,MN,55369,Services,-93.4307,45.08598
c59c0c3f-d5a7-44b5-a5b2-b633000779d7,Holiday Inn Express,Hillside,IL,60162,Services,-87.883156,41.86625
7be32b69-f93d-47e7-8f26-63a5e3652d91,Btone Fitness,Wayland,MA,01778,Leisure & Recreation,-71.36825,42.364613
5a7883a3-c3b9-45e3-86ad-1d12b9311e7e,H-E-B,San Antonio,TX,78224,"Food, Groceries & Supermarkets",-98.53298,29.360298
2ce7e634-3f79-4326-a86b-beeddc981a43,Do It Best,Sparta,NC,28675,Furniture & Home,-81.12974,36.510883
87b0b13b-07cb-4514-a0cc-148c707f458f,Fully Promoted,Solana Beach,CA,92075,Apparel & Accessories,-117.27303,32.990105
470a561d-0a1f-4ece-b08d-b6db2110936b,Marathon,Riverside,OH,45424,Convenience & Gas Stations,-84.14473,39.822113
d2064463-e526-43bc-b4db-f361e05d3ed9,Party City,San Antonio,TX,78229,Specialty Retail,-98.58962,29.487152
c275e4ce-589e-442a-b6b5-cf791c07646f,Ollie's Bargain Outlet,Reading,PA,19607,General Merchandise,-75.97965,40.30466
6dac33fd-4007-4800-8de2-53810029426c,GNC (General Nutrition Centers),League City,TX,77539,"Food, Groceries & Supermarkets",-95.08489,29.468346
7a0ef11b-eb9e-4077-b7df-f865fed37e9e,Subway,Bremerton,WA,98312,Quick Serve Restaurants,-122.66577,47.56993
2679e5d6-853d-4e94-8b1a-b7ef5651c0e6,GameStop,Sevierville,TN,37862,Specialty Retail,-83.56793,35.859245
5180ff14-8093-4a4c-9c35-e9415a0f2031,Jimmy John's,Angola,IN,46703,Quick Serve Restaurants,-85.000534,41.65618
5451bc54-0075-4f88-b687-0d01972bad45,Dollar General,Creedmoor,TX,78610,General Merchandise,-97.74658,30.096535
f92708e8-222e-4b3a-9078-c090b7ca4c33,Nothing Bundt Cakes,Eugene,OR,97401,Quick Serve Restaurants,-123.10211,44.069088
c2112a17-3c49-4926-8ae9-00f6a682c1fe,Jackson Hewitt Tax Service,Blue Island,IL,60406,Services,-87.680954,41.676346
a7c9f4ad-2087-4105-98f2-ee62ec5e7c5d,TGI Fridays,Batavia,IL,60510,Restaurants & Bars,-88.33971,41.858536
7adcd40f-8236-4d2a-996c-3e8370e298a3,Reading Cinemas,Manville,NJ,08835,Leisure & Recreation,-74.584,40.550064
5e195739-e23c-4fe3-ad1d-d44f7d860946,Metro by T-Mobile,Cincinnati,OH,45239,Electronics & Wireless,-84.57197,39.193016
291454ad-aa63-4887-8c89-221007ff60a0,Planet Fitness,Marana,AZ,85741,Leisure & Recreation,-111.04346,32.321507
9e05ece0-0a62-475c-bb1a-4cc111108f9f,Auntie Anne's,Pottstown,PA,19464,Quick Serve Restaurants,-75.66601,40.254463
e06bc2e9-28b1-4610-8de3-ea24c00e59f1,CVS,Prosper,TX,75078,General Merchandise,-96.78943,33.234917
3d31e9cb-5989-4511-9102-49734cb18a42,Tires Plus,Overland Park,KS,66213,Automotive,-94.675354,38.911274
319b3d61-b91c-48ed-840c-5e156bfdc87c,GNC (General Nutrition Centers),Fresno,CA,93711,"Food, Groceries & Supermarkets",-119.85321,36.808773
48e1fd3e-f6b1-4c39-be80-6643aa17a0ee,Essex Lowe's,Essex Junction,VT,05452,Furniture & Home,-73.13807,44.506542
f639fd29-af68-4e07-b308-3369046f8f6d,First National Bank (FNB),Apollo,PA,15613,Services,-79.59612,40.532837
eb540e73-ef5b-4935-bc6a-59a6e14e47fc,Colton's Steakhouse,Benton,AR,72015,Restaurants & Bars,-92.57551,34.58145
c8b3bd1c-d250-47b6-a2eb-a4a239d5a1af,TitleMax,Wetumpka,AL,36092,Services,-86.208954,32.521454
f9407db5-dfce-419d-b312-e5de5550429e,Publix Super Markets,Gainesville,FL,32601,"Food, Groceries & Supermarkets",-82.325745,29.664082
916d6e0d-b3cc-48ed-a3bc-3e9ca847907b,Bank of America,Dana Point,CA,92629,Services,-117.69712,33.465897
3388608a-7c9f-4bed-8c61-74d4952e677a,Progressive,Lake City,SC,29560,Services,-79.87068,33.88421
be9e0e56-8941-44f0-be03-fc5e78f1b97f,Electronic Express,Nashville-Davidson metropolitan government (balance),TN,37076,Electronics & Wireless,-86.61466,36.192574
8458a6af-7216-43a8-95a5-c85f9c39c91b,Harris Teeter,Fernandina Beach,FL,32034,"Food, Groceries & Supermarkets",-81.45595,30.592447
ca73f642-72cc-4326-91c4-83fac250e5ba,Wells Fargo,Strathmore,NJ,07747,Services,-74.22377,40.396915
eccb1982-230c-41f4-87f5-91fd8d762d1c,National Car Rental,Evansville,IN,47725,Automotive,-87.52768,38.04623
36f9029a-0025-4e8a-8209-1b8835fb708c,Family Dollar Stores,Providence,RI,02904,General Merchandise,-71.440865,41.855602
3f07369a-98c6-41b3-9b0c-8878332f9f9d,Zadig & Voltaire,Miami Beach,FL,33139,Apparel & Accessories,-80.14084,25.790257
1496f2c5-5b33-4e9c-919b-f93ec7868724,Hunt Brothers Pizza,Aberdeen,MS,39730,Quick Serve Restaurants,-88.465324,33.80388
b4f598bb-b7de-4c7c-ac6a-36fef3418f8b,Chase,Westchester,FL,33144,Services,-80.33437,25.761358
f0c51bee-5c48-4907-9b7a-f14012ad0f68,Petco,Brookfield,CT,06804,Specialty Retail,-73.40553,41.440113
c76d6e9c-be60-485a-bdca-a797fc212d56,Baskin Robbins,New York,NY,10002,Quick Serve Restaurants,-73.98687,40.71843
6f368335-8797-486d-86d9-9b8ed97481c6,TSO - Texas State Optical,Kingwood,TX,77339,Services,-95.24425,30.072056
ce0a4e03-eddb-4375-a46d-82996bf0e5ec,LA Fitness,Kirkland,WA,98034,Leisure & Recreation,-122.17997,47.708733
24529111-e74b-4361-9f29-e035ceac7a7a,Sephora,San Francisco,CA,94111,Specialty Retail,-122.39863,37.794548
5aba2180-68f1-4b9f-98b3-6b8a20b88c03,Food Lion,Pearisburg,VA,24134,"Food, Groceries & Supermarkets",-80.73562,37.33055
48c68202-205c-445f-bc86-7ac92b06eba0,Suzuki,Burgess,VA,22432,Automotive,-76.34756,37.883232
1a91a94b-6bc9-487b-bd73-180aea368549,Sunoco,Bryan,TX,77803,Convenience & Gas Stations,-96.37018,30.67468
7813f786-e413-448d-8ef6-0d0c1dc31c9e,Extra Space Storage,Las Vegas,NV,89108,Services,-115.19471,36.197098
5f86da27-56f5-46d5-a516-4cd7f95786dd,It's Just Wings,Fort Worth,TX,76132,Quick Serve Restaurants,-97.40034,32.67151
e550940a-5e0b-426e-8dc7-64d9343ba88c,Bank of America,Santa Maria,CA,93454,Services,-120.43514,34.922756
fdafacd0-2190-415f-958e-d92102900126,Jackson Hewitt Tax Service,Sand Springs,OK,74063,Services,-96.10358,36.13984
2de7b013-5480-4361-9b96-24e7f7b99dd5,SCANIA,Raleigh,NC,27610,Automotive,-78.55702,35.80098
0f2e3fd5-6bc7-4904-86ab-141a537ef107,Nike Factory Store,Myrtle Beach,SC,29579,Footwear,-78.960594,33.752293
ad2260a0-b741-46c0-a1b0-21e8787593ad,Subway,Hildale,UT,84784,Quick Serve Restaurants,-112.9997,37.00056
8319b7d1-9758-43a0-a6eb-5b4a8ece6279,Walgreens Pharmacy,Gilbert,AZ,85233,General Merchandise,-111.791626,33.364964
001a5c33-4326-4c9e-8b41-a765e64f0c73,7-Eleven,Paradise,NV,89109,Convenience & Gas Stations,-115.163506,36.113518
05306dc6-86b8-4be9-8d97-f03d7a28ba5f,Dollar Tree,Nanuet,NY,10954,General Merchandise,-74.012886,41.098656
ceea3a31-702e-49af-ab02-811e05c5289f,Miracle-Ear,St. Charles,MO,63301,Specialty Retail,-90.48872,38.77858
aa507ff9-dda3-4cbf-9d9d-9317ce4dd299,McCoy's Building Supply,Tyler,TX,75701,Furniture & Home,-95.33908,32.33748
31001b94-fc98-4968-b709-4407cff07429,Tri Counties Bank,Millbrae,CA,94030,Services,-122.40273,37.611282
89c71044-30b8-4f56-89e2-5d838b364f55,Allsup's,Rio Rancho,NM,87124,Convenience & Gas Stations,-106.64871,35.253567
27da1d37-0ead-4528-8e33-4bf1d0caa0ab,Starbucks,Pahrump,NV,89048,Quick Serve Restaurants,-115.99498,36.216827
a45f8597-6509-4f34-9f9e-245751f61268,Johnstone Supply,Traverse City,MI,49696,Other,-85.59915,44.71075
9ecf2f36-7a86-420a-b092-cd6b0d42669c,Amtrak,Toccoa,GA,30577,Other,-83.33181,34.57843
9ec9e7fe-663c-42ed-950f-b39cbb59a3e8,Saks Off Fifth,Los Angeles,CA,90048,General Merchandise,-118.376205,34.074207
9ac23943-c67a-40d6-84ad-b2c776e693bc,Hunt Brothers Pizza,Isanti,MN,55040,Quick Serve Restaurants,-93.24082,45.493404
ad8cf074-c821-4853-9c4c-3780db9b4806,CVS Pharmacy,Sugar Land,TX,77479,General Merchandise,-95.63476,29.602596
5da7ceef-af2d-4504-8299-e2d9e9b1e9e5,Ralph's Italian ices & Ice Cream,North Massapequa,NY,11758,Quick Serve Restaurants,-73.460915,40.711273
9f43e2eb-e3aa-4f69-8789-107baceae92e,State Farm,Smyrna,GA,30080,Services,-84.51743,33.86061
26d271d4-d93f-459e-88aa-715fcbf41011,Blaze Pizza,Clark,NJ,07066,Restaurants & Bars,-74.30354,40.633247
c80e4595-d3df-4518-80cb-f328db23b447,Exxon Mobil,King of Prussia,PA,19406,Convenience & Gas Stations,-75.39045,40.085445
822224e3-b79e-4c99-bfa6-63d1e2400668,Two Men And A Truck,New Bern,NC,28560,Other,-77.05665,35.109642
6591238f-8d84-46cf-b68d-3e3cf20a73f6,Godiva,Orlando,FL,32839,"Food, Groceries & Supermarkets",-81.43119,28.485437
9c2df06c-442e-4246-96eb-cd33784e18af,Regal Entertainment Group,Cross Lanes,WV,25313,Leisure & Recreation,-81.805275,38.406612
99c0d680-6e45-4cf3-8867-227a078f9202,Farmers Insurance Group,N Attleboro,MA,02760,Services,-71.32826,41.989895
b2c8f870-395b-485b-a3bd-fa1b315ec9ec,Smile Design Dentistry,Boynton Beach,FL,33437,Services,-80.16592,26.491253
f5b8331d-feca-4b23-925c-5258a1d01b00,AT&T,Phoenix,AZ,85035,Electronics & Wireless,-112.225296,33.476948
b9e43db9-0b77-4d14-86e1-683a72054363,UniVista Insurance,Palm Springs,FL,33406,Services,-80.10491,26.650995
02937e83-dd07-47d9-a362-6e666f83f6cb,Planet Fitness,Montgomery,AL,36117,Leisure & Recreation,-86.18092,32.336647
3d8183c0-5f1e-45c5-bb68-9c61872a8050,Edward Jones,Titusville,PA,16354,Services,-79.67542,41.626568
663e1da4-1ecb-43b5-9a2b-efe63a06f4d9,Aaron's,Mineral Wells,TX,76067,Services,-98.08237,32.809647
746b70f0-bf69-4215-9bd1-554d941b48e9,Family Dollar Stores,Gainesville,FL,32609,General Merchandise,-82.32033,29.674257
53045632-14f1-45af-bdec-47a01e2e6240,Orkin,Lebanon,OH,45036,Services,-84.23358,39.42365
9dc4c16d-f017-497e-b913-e8534c231644,Hunt Brothers Pizza,Powderly,TX,75473,Quick Serve Restaurants,-95.52287,33.812897
4269a215-97a2-4490-9e2e-3017349e3836,Delta Sonic,Niagara Falls,NY,14304,Automotive,-78.97311,43.08975
31b1ef73-feb3-4960-84e6-41de086d2781,BB&T (Branch Banking and Trust),Oak Grove,VA,20166,Services,-77.418976,38.992218
98998295-f475-4cf6-b2c8-6e68c51ef453,East Thompson Center,Indianapolis city (balance),IN,46237,unbranded,-86.076004,39.694244
e45b39c2-15fe-4e2d-ac4f-a39a41ae6d9a,Farmers Insurance Group,Boulder,CO,80305,Services,-105.238396,39.98482
28872a60-8294-4af1-ab2c-b83a04e71a2c,Dollar Tree,Fayette,AL,35555,General Merchandise,-87.82386,33.70589
183b6810-30b6-471d-a87a-b0eb6b1691d7,Shell Oil,Metairie,LA,70006,Convenience & Gas Stations,-90.18855,30.016954
7b9c5b28-9c49-4b21-b042-7c0303d937fb,Studio 6,Tulsa,OK,74129,Services,-95.88377,36.124332
40aab8f4-3581-4fd4-bdfd-dc25e6bf90e0,Batteries Plus Bulbs,El Cerrito,CA,94530,Automotive,-122.31011,37.91395
35a7e54b-d2a0-4499-ac97-46d2a0a2731c,State Farm,Oak Ridge,TN,37830,Services,-84.2275,36.032978
1a1e5db8-f85c-4cd5-8bdd-058fcedc0956,Valvoline,Baton Rouge,LA,70815,Automotive,-91.08447,30.437794
ecfaaa3b-bbd3-4871-a997-0cc1c33ed505,Carney Village,Carney,MD,21234,unbranded,-76.5221,39.395447
691aab05-6b65-40eb-8010-dd735820b97a,Suburban Propane,Turlock,CA,95382,Convenience & Gas Stations,-120.890015,37.535942
d601d0bd-612f-46e8-bcf4-c408aa337876,Burger King,Senatobia,MS,38668,Quick Serve Restaurants,-89.96902,34.627388
b71295c8-ee63-4fea-983c-da4efb9a9dfb,Papa John's,Bloomington,IL,61704,Quick Serve Restaurants,-88.95145,40.49905
6edb22ba-2e3e-457a-abb1-4c67a8f22123,Bank of America,Pacifica,CA,94044,Services,-122.50421,37.593285
f3beb0bb-01a6-4ccd-9e08-8745ce1578ea,Marathon,Franklin,KY,42134,Convenience & Gas Stations,-86.55533,36.661644
9cf34674-4795-4986-ab91-217d3d9f9f48,CVS Pharmacy,Lincoln,CA,95648,General Merchandise,-121.294624,38.87744
541cc572-22d9-43b3-b53b-ffdfab28a133,CorePower Yoga,Denver,CO,80203,Leisure & Recreation,-104.98806,39.720806
355dd0c4-6efd-4e84-acff-a0198086658a,Krispy Krunchy Chicken,South San Francisco,CA,94080,Quick Serve Restaurants,-122.408356,37.654446
7ae17177-1e54-4b58-9dd2-bf5d56b090e9,Walmart Supercenter,Lake Park,FL,33404,General Merchandise,-80.08839,26.794924
b87d2781-8858-41e9-87c2-8a0233d14baf,United States Postal Service (USPS),Bushwood,MD,20618,Services,-76.77937,38.29656
e5a16b65-ba7e-4ac6-869c-6542635e8a8a,Goodwill Industries,Logansport,IN,46947,General Merchandise,-86.31926,40.75817
26ee15b2-890b-4679-b231-951ee3b68552,Hunt Brothers Pizza,Darien,GA,31305,Quick Serve Restaurants,-81.43488,31.368914
35578476-9dbf-42a9-b1e2-bd1f6e62e6f9,Snooze Eatery,Charlotte,NC,28211,Restaurants & Bars,-80.82682,35.152225
e1aae363-0889-45ef-a5fb-134f319e4f85,Sunglass Hut,Destin,FL,32541,Specialty Retail,-86.4226,30.3903
aa6f1ca4-15e4-486d-a820-024633bea6cc,Bojangles',Havelock,NC,28532,Restaurants & Bars,-76.89752,34.863384
eecb294c-fd62-4272-9d70-f9e49a2d0801,The Huntington National Bank,Romeoville,IL,60446,Services,-88.12624,41.623222
aa4f0dce-1773-48c2-8004-210bb0969f49,Rocky Mountain Chocolate,South Lake Tahoe,CA,96150,"Food, Groceries & Supermarkets",-119.94313,38.955532
